Number of hits: 3214
StringRef: 103749, Sound: BRAZIE, Text: 
StringRef: 111059, Sound: OLEFF058, Text: Ну, давайте, поговорите с ними - мне еще нужно принести городскому глашатаю радостные вести.
StringRef: 111062, Sound: OPHALA51, Text: Добро пожаловать в Маску Лунного Камня. Я Офала, хозяйка и продавец прекрасных напитков и развлечений.
StringRef: 111103, Sound: OPHALA52, Text: Здравствуйте снова <CHARNAME>. Вы пришли насладиться приятной компанией в салоне или... По делу?
StringRef: 111129, Sound: OPHALA53, Text: Здравствуйте. Вы и <CHARNAME> работаете вместе? Они единственные новички за последнее время. Вы развлечься, или по делу?
StringRef: 111146, Sound: SHARWY51, Text: Кто это? Бедная душа, блуждающая по зараженным улицам? Вы здесь для того чтобы присоединиться к нам и искать работодателя... или вы сами собираетесь нанять кого-нибудь?
StringRef: 111193, Sound: SHARWY52, Text: Вернулись? Ну, и что вам нужно теперь?
StringRef: 111195, Sound: SHARWY53, Text: Итак, мы снова встретились, <CHARNAME>. Мне сказали, что Арибет наняла вас, чтобы найти последователей культа... Не могу сказать, что удивлена. За вами уже закрепилась порядочная репутация, не так ли?
StringRef: 111208, Sound: SHARWY55, Text: Еще раз здравствуйте, <CHARNAME>. Полагаю, вы помните меня? бард, Шервин? Было довольно скучно стоять и ждать, пока Арибет не возьмется за дело... Лучше бы я сама пока искала этот культ, зарабатывая славу.
StringRef: 111214, Sound: SHARWY54, Text: Так, так, так... вы, должно быть, <CHARNAME>, правильно? Легендарный спаситель Невервинтера? Мне довелось слышать несколько баллад о вас.
StringRef: 111218, Sound: SHARWY50, Text: Да, <SIRMAAM>. Тебе что-нибудь нужно?
StringRef: 111525, Sound: SHARSAY, Text: Итак, конец приближается, не так ли? Полагаю, все легенды рано или поздно кончаются. Ты ни о чем не жалеешь, <CHARNAME>?
StringRef: 111557, Sound: SHARBYE, Text: Мне... мне кажется, ты вовсе не стремишься делать добрые дела, и я сомневаюсь, что снова пойду с тобой, если ты попросишь. Я... не думаю, что мы снова увидимся.
StringRef: 111558, Sound: SHARBYE, Text: Ты так думаешь? Гм. Я не стану помогать там, где во мне не нуждаются, если это действительно то, что тебе нужно.
StringRef: 111561, Sound: SHARWY60, Text: Я подозревала, что ты скоро здесь появишься. И рада, что оказалась права. Ну что же... Вновь воссоединимся?
StringRef: 111563, Sound: TAMORA53, Text: Добро пожаловать в Маску Лунного Камня, прекрасный незнакомец! Я Тамора, и я буду вашей мечтой весь этот вечер. А вы станете моей мечтой?
StringRef: 111606, Sound: TAMORA52, Text: Здравствуйте. Вы поразвлечься, или по делу? Только не говорите "твое дело это развлечения", потому что я велю вышвырнуть вас, если услышу такое.
StringRef: 111620, Sound: TAMORA50, Text: Извините, леди, я вам не подойду. Поговорите с Танитом. Он такой большой и милый.
StringRef: 111621, Sound: TAMORA52, Text: Здравствуйте. Если вы желаете поразвлечься, то я временно не работаю. У меня был трудный период, правда.
StringRef: 111622, Sound: TAMORA51, Text: Сукин сын! Моя брошка у Хоффа! Это последний раз, когда я кому-то доверилась!
StringRef: 111629, Sound: TANIT54, Text: Здравствуйте, мадам. Я Танит. Я постараюсь сделать так, чтобы этот ваш визит в Маску был самым приятным.
StringRef: 111662, Sound: TANIT50, Text: Прошу прощения, господин, но моя компания подходит только женщинам. Посмотрите, свободны ли Тамора или Люс.
StringRef: 111663, Sound: TANIT51, Text: Сегодня мне этого совсем не хочется. Мне не нужна критика.
StringRef: 111664, Sound: TANIT52, Text: Простите, но я больше не работаю, а делаю то, что хочу. Надеюсь, это не причинит вам неудобств.
StringRef: 111673, Sound: TOMI051, Text: Ну, здорово что-ль! Я чую, от т'я вроде как пахнет перспективной работенкой, <LADYLORD>. Хотя не так-то просто в этом городишке хоть че учуять, с этими-то горящими покойниками тут повсюду, уж поверь. Никогда еще не видел стоко мух нигде кроме как в калимшанской пивнушке.
StringRef: 111718, Sound: TOMI052, Text: Итак, ты снова здесь, <LADYLORD>! Хочешь нанять лилипута для щекотания пяток? Или твоя умная голова подумала и решила, что с мошенником в команде лучше?
StringRef: 111722, Sound: TOMI053, Text: Эге ж, да это же <CHARNAME>! Как я рад т'я видеть! Не правда ли, сельская местность очаровательна в это время года? Гораздо лучше, чем город со всем этим... м-м-м... горением и помиранием. Знаешь ли.
StringRef: 111735, Sound: TOMI055, Text: Здорово, <LADYLORD>! Что, никак жить не можешь без Томи Висельника, а? Эта работа на мамзель Арибет... все эти поиски культовых парней... пока что проходят очень весело. Ничего не надо делать, кроме как пялиться на всяких подозрительных личностей.
StringRef: 111741, Sound: TOMI054, Text: Здорово, что-ль! <CHARNAME>, точно? Ого... спаситель Невервинтера! Не подпишешь ли мой носовой платок? Он, правда, грязноват... осторожно, курятина...
StringRef: 111744, Sound: TOMI050, Text: Э? Чего тебе надо от Томи?
StringRef: 112026, Sound: TOMIHOLD, Text: Хех! Так все это потихоньку идет к концу, да? Уже слышно, как эта толстая леди прочищает горло. Могу я задать вам вопрос, <LADYLORD>?
StringRef: 112055, Sound: TOMITANT, Text: Твое общество было отвратительно! Когда мы снова встретимся, я не собираюсь больше играть в дружбу!
StringRef: 112056, Sound: TOMIDYIN, Text: Чи-иво? Ты че, дуришь меня? Такую великую банду хочешь похерить?
StringRef: 112058, Sound: TOMI060, Text: Я так и думал, что они в конце концов приволокут сюда и твою задницу, <LADYLORD>. Не хочешь ли опять прогуляться вместе?
StringRef: 112255, Sound: INTFOR50, Text: Тебе... нельзя тревожить... хозяина... Нельзя... тревожить... хозяина...
StringRef: 112260, Sound: INTFOR55, Text: Мой разум... свободен. Мы все свободны, а мозгоед мертв! Слава звездам и всем богам!
StringRef: 112262, Sound: INTFOR51, Text: Ты, тупицссса! Я внутрииии! Ха-ха-ха-ха-ха!!!
StringRef: 112263, Sound: INTFOR52, Text: Сразись с этой плотью, если хочешь! Тебе это не поможет!
StringRef: 112264, Sound: INTFOR53, Text: Уничтожшшшь это тело, и я найду другооое! Я не оссстанусь взсссаперти!
StringRef: 112300, Sound: KURDAN52, Text: Так вы охотитесь за главным надзирателем, а? Знаете, что вас ждет?
StringRef: 112327, Sound: SEDOS051, Text: Что привело вас сюда? Стражники не должны были никого пропускать в район Полуострова... скажите, вы, случайно, не новобранец, а?
StringRef: 112361, Sound: SEDOS053, Text: Опять вы, вот как? Не передумали насчет разведки в тюрьме?
StringRef: 112365, Sound: SEDOS054, Text: Еще раз привет. Надеюсь, ваши поиски причин бунта успешны. Нам нужна любая помощь, которую мы можем получить. Вы нашли что-нибудь в тюрьме?
StringRef: 112374, Sound: SEDOS056, Text: Привет. Приятно видеть живых людей. Не знаю точно, что произошло в тюрьме, но что бы там ни было, это произвело сильное впечатление на всех нас здесь. Сбежавшие заключенные, похоже, уже не столь страшны. Конечно, они по-прежнему очень опасны, но бунт, по-видимому, закончился. У меня нет этому объяснений.
StringRef: 112387, Sound: SEDOS055, Text: Мне действительно нужно подготовить отчет лорду Нашеру. Извините, <SIRMAAM>.
StringRef: 112406, Sound: AAVIL054, Text: Приветствую. Всем созданиям природы рады в этой роще. Чем я могу помочь?
StringRef: 112461, Sound: AAVIL053, Text: Ах, наш собрат, верное дитя природы. Чувствуй себя как дома. Чем я могу быть полезен?
StringRef: 112462, Sound: AAVIL052, Text: Ты снова здесь. Чем я могу тебе помочь?
StringRef: 112475, Sound: AAVIL055, Text: Я вижу, ты возвращаешься. Есть ли какие-нибудь успехи?
StringRef: 112509, Sound: AAVIL051, Text: Природа благодарит тебя за твои деяния. Иди с ее и моим благословением.
StringRef: 112510, Sound: AAVIL050, Text: Лес никогда уже не будет прежним.
StringRef: 112511, Sound: ARHEO050, Text: Приветствую, <SIRMAAM>. Я как раз упаковываю вещи, надеюсь, скоро уйду отсюда. Чем могу помочь?
StringRef: 112544, Sound: ARHEO050, Text: Чего ты хочешь? Я как раз упаковываю вещи, надеюсь, скоро уйду отсюда, так что не отнимай у меня время понапрасну.
StringRef: 112546, Sound: ARHEO051, Text: Привет. Я как раз упаковываю вещи, надеюсь, скоро уйду отсюда. Что я могу для тебя сделать?
StringRef: 112939, Sound: DELILA60, Text: Твоя взяла. Я не могу тебя побить, как ни старалась - хоть я и вообще не хотела драться с тобой. Теперь я лишь прошу тебя явить милость и оставить мне, побежденной, жизнь.
StringRef: 112976, Sound: DELILA58, Text: Незваный гость! Умри, тупица!
StringRef: 112977, Sound: DELILA57, Text: Неужели вы собираетесь еще доставать меня?
StringRef: 113285, Sound: GERRO053, Text: Привет, <SIRMAAM>. Ты уж лучше тут поосторожнее по дорогам шастай. Опасные здесь места. Послушай старого Геррола.
StringRef: 113344, Sound: GERRO055, Text: Привет тебе, привет. Это я тебе говорил про этих чудовищ, которые нам житья не дают - ну, про тех, что украли мою жену Лию? Есть какие-нибудь новости?
StringRef: 113380, Sound: GERRO050, Text: Очень рад тебя снова видеть, дружище. Тут стало гораздо безопаснее, только я уж больно скучаю по моей дорогой Лие.
StringRef: 113382, Sound: GERRO051, Text: Очень рад снова видеть тебя, дружище. Теперь, когда Лия вернулась на ферму, все у нас налаживается. Подумать только, я ведь был уверен, что она умерла.
StringRef: 113385, Sound: GERRO054, Text: Привет. Что-то меня совсем из колеи выбило из-за того, что худшие подозрения подтвердились. Моя жена мертва. А что с чудовищами, которые ее убили?
StringRef: 113410, Sound: GKING050, Text: Наша слышит, ты мудрый <RACE>, ты разрешает гоблинам сдаться, да? Ты приходит говорит с нами, ты хочет делает сделка, да?
StringRef: 113420, Sound: GKING053, Text: Убить подлый нарушитель <RACE>!
StringRef: 113425, Sound: GKING053, Text: Аххх! Обман! Убивает! Убивает всех!!!
StringRef: 113428, Sound: GKING051, Text: Главный гоблин видит тебя, друг <RACE>. Что ты хочет теперь? Ты приносит нам новость?
StringRef: 113445, Sound: GKING052, Text: Как мы рады видим тебя, друг <race>. Ты делает гоблин главный в пещера! Мы не дерется больше с багбиры и орки!
StringRef: 113517, Sound: GUARD050, Text: Приветствую вас, судия, и добро пожаловать в замок Джарег... Надеюсь, вы хорошо усвоили уроки.
StringRef: 113548, Sound: GUARD051, Text: Приветствую, судия. Вы принесли мне письменные клятвы братьев Джарег?
StringRef: 113568, Sound: GUARD052, Text: Письменные клятвы братьев Джарег у меня, и этому суду не хватает только присутствия Судии. Вы готовы к суду?
StringRef: 113822, Sound: JAROO050, Text: Итак... это *последняя* группа участников, да? Очень хорошо. Меня зовут Джару - Мастер Игры. Позвольте рассказать, что вас ждет:
StringRef: 113824, Sound: JAROO056, Text: Ни я, ни Мутамин не берем на себя ответственность за вашу смерть или смерть любого из ваших компаньонов. Если вы войдете в подземелье, то сделаете это на свой страх и риск.
StringRef: 113825, Sound: JAROO057, Text: А теперь, если кто-нибудь хочет войти, давайте мне деньги, и я пропущу вас в лабиринт.
StringRef: 113826, Sound: JAROO051, Text: Да, <LADYLORD>? Вы готовы войти в подземелье?
StringRef: 113835, Sound: JAROO052, Text: Вы выиграли состязание. Поздравляю! Поговорите с Мутамином, он выдаст вам приз!
StringRef: 113836, Sound: JAROO053, Text: Состязание уже выиграно. Приходите в другой раз, когда мы подготовим новое состязание!
StringRef: 113838, Sound: JAX050, Text: На помощь! В атаку! Что? Кто? Ээ... о... м-м... вы не выглядите как... неважно. Приветствую, <SIRMAAM>.
StringRef: 113888, Sound: JAX051, Text: О, привет еще раз. Ээ... вам что-то было нужно? Я очень занят своими исследованиями, знаете ли.
StringRef: 113892, Sound: JAX052, Text: Вы уже вернулись? Чем я еще могу вам помочь?
StringRef: 113910, Sound: JAX055, Text: Я уезжаю в Уотердип. Извините меня.
StringRef: 113913, Sound: JAX055, Text: Ээ... хорошо. Я должен вернуться в Уотердип немедленно. Доброго вам пути. Я уезжаю в Уотердип. Извините меня.
StringRef: 113920, Sound: JAX053, Text: Ээ... о, вы уже вернулись. Что я могу сделать, чтобы помочь вам? Напали ли уже на след фолианта?
StringRef: 113931, Sound: KARLA050, Text: Судия? Судия, это вы? Я не помню -- мне так трудно теперь собраться с мыслями...
StringRef: 113974, Sound: KARLA051, Text: Мы ждем вашего решения, судия.
StringRef: 113980, Sound: LEAH051, Text: О? Сюда! О, спасибо - я думала, что умру здесь. Каждый раз, когда они приближались ко мне, от них так гнусно пахло - я была так испугана.
StringRef: 114002, Sound: LEAH054, Text: Пожалуйста! Не оставляйте меня здесь, умоляю вас. Меня зовут Лия. Мой муж наверняка очень тревожится обо мне!
StringRef: 114003, Sound: LEAH050, Text: (хнычет) Я так тоскую по моей семье!
StringRef: 114005, Sound: LEAH056, Text: Спасибо вам за все, что вы сделали!
StringRef: 114155, Sound: MOBLEY55, Text: Приветствую вас. Я Мобли, мэр Чарвуда. Что я могу для вас сделать?
StringRef: 114191, Sound: MOBLEY56, Text: Да? Я мэр Мобли. Чем я могу вам помочь?
StringRef: 114209, Sound: NUGLA050, Text: Я не помню вас. Вы здесь, чтобы довершить начатое Дергиабом? Нет... с виду вы больше похожи на чужаков.
StringRef: 114239, Sound: NUGLA051, Text: Снова здесь? Решили, наконец, довершить то, что начал Дергиаб?
StringRef: 114395, Sound: QUINT053, Text: Приветствую вас на земле мертвых. Или все-таки живых? Постоянно путаюсь, ведь их тут друг от друга не отличить... Кстати, меня зовут Квинт... кажется.
StringRef: 114412, Sound: QUINT052, Text: Видите ли, я жив, вы живы. Но вы никогда не сможете изменить замок Джарег! И мертвых вы тоже не измените! Они никого и никогда не станут даже слушать!
StringRef: 114413, Sound: QUINT050, Text: Назад, нежить! У меня, знаешь ли, есть огонь против огня!.. Огонь против... огня!
StringRef: 114451, Sound: QUINT051, Text: Вот, с лицами недвижными из льда, мы ожидаем часа для суда!
StringRef: 114456, Sound: QUINT051, Text: Мы ждем вашего решения, судия.
StringRef: 114576, Sound: SETAR054, Text: Во имя Суны, что ты делаешь в моем доме?
StringRef: 114640, Sound: SETAR053, Text: Мне ужасно надоели люди, которые приходят поглазеть на уродину. Не тебя смотреть тоже противно, так что выкладывай, что нужно, и побыстрей.
StringRef: 114642, Sound: SETAR052, Text: Я вижу, ты снова здесь. Чего ты хочешь?
StringRef: 114643, Sound: SETAR051, Text: Ты возвращаешься. Значит ли это, что тебе удалось найти зеркало?
StringRef: 114648, Sound: SETAR050, Text: Я знаю, что заставило тебя потерять дар речи - моя красота, но все же, пожалуйста, покинь мой дом.
StringRef: 114897, Sound: WANEV050, Text: Как, во имя богов, вы сюда попали?! Готовьтесь к немедленной смерти!
StringRef: 114898, Sound: WANEV051, Text: Пожалуйста! Не надо больше! Я сдаюсь!
StringRef: 114899, Sound: WANEV052, Text: Возможно, я напал на вас чересчур поспешно. Пожалуйста, примите мои извинения.
StringRef: 114952, Sound: WANEV053, Text: А теперь что вам нужно? Только не торопитесь, и не трогайте меня.
StringRef: 114958, Sound: WANEV054, Text: Приветствую. Ну как, не передумали насчет закрытия портала?
StringRef: 114959, Sound: WANEV055, Text: И вновь приветствую. Ну что, удалось вам убить беса и закрыть портал?
StringRef: 115005, Sound: WYVERN61, Text: Пожалуйста, вы должны помочь мне!
StringRef: 115006, Sound: WYVERN65, Text: Я уже потерял в этом месте товарища-следопыта из-за животных. Он лежит недалеко отсюда, пойдемте со мной, я покажу.
StringRef: 115007, Sound: WYVERN64, Text: Мои зверушки тебя ненадолго заняли. С моей стороны будет не слишком мудро разделить их судьбу.
StringRef: 115029, Sound: RAGEF03, Text: Ага, этот наконечник стрелы достаточно острый... Ж-жааххх, больно же... Вот, ухо эльфийское одно. Все сразу не трать.
StringRef: 115041, Sound: WYVERN60, Text: Я дал тебе все, что тебе нужно, так что оставь меня в покое.
StringRef: 115042, Sound: YESGA059, Text: Езгар рад, что твоя пощадить его.
StringRef: 115216, Sound: BARAM55, Text: Хорошо, что тебе в голову пришло поговорить со мной. Мое имя Барам, единственный настоящий Высший Капитан Лускана. Уж извини, что я говорю с тобой при помощи иллюзии...
StringRef: 115302, Sound: BARAM54, Text: А, вот и ты, наконец? Ну чего, есть мысли насчет моего предложения?
StringRef: 115303, Sound: BARAM53, Text: Я чувствую, что сегодня у меня удачный день. Что скажешь? Есть хорошие новости?
StringRef: 115308, Sound: BARAM51, Text: Нам больше нечего обсуждать! Только сунься на мою базу, и ты об этом пожалеешь, это уж точно.
StringRef: 115329, Sound: BELA051, Text: О, привет, дорогуша. Хочешь повеселиться, правильно?
StringRef: 115389, Sound: BELA052, Text: Привет, дорогуша. Напомню тебе, что это утонченное заведение... Здесь не должно быть проблем.
StringRef: 115390, Sound: BELA050, Text: Здравствуй, дорогуша. Располагайся.
StringRef: 115441, Sound: DELTAG50, Text: Ого! С моей точки зрения, вы совсем не похожи на сторонников Маугрима. Ведь вы не из этих, да?
StringRef: 115497, Sound: DELTAG51, Text: Вы не похожи на фанатиков Маугрима, это надо признать. Ну, конечно, никогда нельзя сказать наверняка...
StringRef: 115498, Sound: DELTAG52, Text: Ахх! Зачем вы явились сюда? Вы тоже из фанатиков Маугрима и будете снова мучить меня?!
StringRef: 115499, Sound: ELYNW57, Text: Аххх, зз-здравствуйте, <SIRMAAM>.
StringRef: 115531, Sound: ELYNW58, Text: Вы... Вы отыскали Эвейн? Нет ли от нее известий?
StringRef: 115569, Sound: ELYNW59, Text: Аххх... здравствуйте еще раз. Не слышали ли вы что-нибудь об Эвейн? Я знаю, что надежды почти нет...
StringRef: 115570, Sound: ELYNW61, Text: Я... Я едва могу поверить в это! Вы вернули мне Эвейн! У меня почти... почти не осталось надежды.
StringRef: 115584, Sound: ELYNW62, Text: Мне и правда пора идти. Я знаю путь, которым можно раз и навсегда выбраться из этого города... Я намереваюсь уйти как можно быстрее.
StringRef: 115585, Sound: ERB058, Text: Ага, еще одна молодая женщина хочет испытать мастерство гнома во всей его красе!
StringRef: 115649, Sound: ERB057, Text: О, здравствуйте, мой маленький милый персик. Вы совсем не похожи на всяких старух, которых мне всегда приходится обслуживать. Хотя мне дареному коню в зубы смотреть не приходится...
StringRef: 115650, Sound: ERB059, Text: Хммм. Вижу, что когда дело доходит до женщин, желающих карликов на улицах Лускана, никого не находится. Ну что ж! В моей жизни мне приходилось выполнять работу и потруднее!
StringRef: 115653, Sound: ERB056, Text: Я спрашиваю себя: этот парень пришел поболтать или он у него к карлику другое дело, о котором я не смею даже спрашивать? Надеюсь, что первое, но с таким прекрасным карликом, как я, возможно все, что угодно.
StringRef: 115654, Sound: ERB055, Text: Вы снова вернулись? В конце концов, ко мне все возвращаются... даже наемные убийцы, ну да не будем об этом.
StringRef: 115655, Sound: ERB054, Text: Как мило. Вы снова вернулись, чтобы полюбоваться на карлика во всей его красе, так?
StringRef: 115656, Sound: ERB053, Text: Как проходит поиск? Скажите мне, что кольцо у вас... Мой третий большой палец чешется, как безумный, а это значит, что война может кончиться в любую секунду.
StringRef: 115657, Sound: ERB052, Text: Мне и вправду нужно идти... В Мирабаре есть ящик с хлебом на мое имя.
StringRef: 115791, Sound: GURAK50, Text: Че? Волшебники приводить тебя торговать с ними? Моя говорить им, король Обольд это - все что им нужен! Им не нужна твоя и никакая другая!
StringRef: 115856, Sound: GURAK51, Text: Зачем твоя приходить? Моя важный орк, не хотеть, чтобы ты моя беспокоить! Моя говорить, волшебники нужно только король Обольд, моя говорить! Им не нужна твоя!
StringRef: 115857, Sound: GURAK52, Text: Ты уходить! Не надо мешать моя! Волшебники нужна моя, только-только моя! Им не нужна твоя, и никакая другая тоже!
StringRef: 115861, Sound: ISLUND54, Text: Здравствуйте, добро пожаловать, <LADYLORD>. Насколько я понимаю по вашему пропуску, вы член делегации Малхоранда, да?
StringRef: 115903, Sound: ISLUND53, Text: Можете войти в башню, если хотите. Но помните, не выходите за пределы посольских покоев.
StringRef: 115905, Sound: JADALE51, Text: Добро пожаловать в мой дом. Я что-нибудь могу для вас сделать, <SIRMAAM>?
StringRef: 115994, Sound: JADALE50, Text: О! Неожиданные посетители. Вы хотите видеть моего мужа? Боюсь, его сейчас нет в городе.
StringRef: 115995, Sound: JADALE52, Text: О! Неожиданные посетители. Вы хотите видеть моего мужа? Боюсь, его сейчас нет в городе.
StringRef: 115997, Sound: KURTH55, Text: Приветствую вас, <LADYLORD>. От вас довольно много проблем, вы согласны? Вы довольно неплохо прорубились через всех моих людей. Это внушает мне уважение.
StringRef: 116060, Sound: KURTH54, Text: Вы снова вернулись, незнакомец? Может, вы поразмыслили над моим предложением и передумали?
StringRef: 116061, Sound: KURTH52, Text: Что еще? Как я понимаю, вы принесли мне весть о смерти Барама, так?
StringRef: 116065, Sound: KURTH51, Text: У вас со мной больше нет никаких дел! Только суньтесь на мою базу, и вы об этом сильно пожалеете, тупица!
StringRef: 116082, Sound: LONDA54, Text: Умоляю вас, оставьте меня, <LADYLORD>. Мне нечего сказать и у меня нечего украсть, уверяю вас.
StringRef: 116126, Sound: LONDA52, Text: Вы уже слышали мою горестную историю, <SIRMAAM>. Этого что, недостаточно?
StringRef: 116127, Sound: LONDA51, Text: Вы... вернулись. Вы нашли моих детей? Они в порядке?
StringRef: 116309, Sound: NYPHIT58, Text: Кто ты? Впрочем, лучше, наверное, спросить, что ты делаешь в башне? Непохоже, что ты из подхалимов Маугрима.
StringRef: 116390, Sound: NYPHIT56, Text: Мммм... очаровашка <RACE>, вот как? Вот это радость. Пожалуйста, только не говори мне, что ты из этих болванов, которые пресмыкаются перед Маугримом.
StringRef: 116391, Sound: NYPHIT55, Text: Так в чем задержка? Не будешь же ты говорить, что не можешь разрушить жаровню.
StringRef: 116397, Sound: NYPHIT54, Text: С меня хватит расспросов, <MALEFEMALE>. Не сомневаюсь, что ты уже знаешь более, чем достаточно... а теперь уничтожь жаровню, пока я не начну терять терпение.
StringRef: 116398, Sound: NYPHIT50, Text: Прекрасная работа. Маугрим будет в ярости, когда узнает, что какой-то искатель приключений освободил меня от его заклинания. Мне не терпится отправиться на поиски Арклема. Трудно даже предположить, где он мог спрятаться в его... состоянии. Ну все равно, со временем мы вернем себе Башню. 
StringRef: 116539, Sound: RIMARD55, Text: Умоляю, <LADYLORDy>... пощадите мою жизнь! Я отдам вам все, что захотите...
StringRef: 116593, Sound: RIMARD53, Text: Что вы делаете в Башне Хозяина?! Это непозволительно!
StringRef: 116695, Sound: YEANAS69, Text: Вы тоже посол? Что, эти глупые волшебники, всех к себе в башню приглашают, что ли? Они решать вопросы не торопятся, предупреждаю вас.
StringRef: 116747, Sound: YEANAS70, Text: Вы кто? Надеюсь, слуга этих проклятых волшебников. Мне и так уже пришлось слишком долго ждать.
StringRef: 116748, Sound: YEANAS71, Text: Да, в чем дело? Неужели волшебники, наконец, призывают меня?
StringRef: 116976, Sound: JAHEL062, Text: Ох, вас так сразу и не заметишь. Вы меня напугали.
StringRef: 117015, Sound: JAHEL064, Text: Вы вернулись, так скоро? Вы нашли моего маленького брата?
StringRef: 117021, Sound: JAHEL064, Text: Вы вернулись? Мне так нужна ваша помощь.
StringRef: 117022, Sound: KARAT053, Text: Ты собираешься положить конец ужасному Сэру Каратису, не так ли?
StringRef: 117047, Sound: KARAT052, Text: Я вновь управляю собой. Тебе не следует больше нападать на меня!
StringRef: 117050, Sound: KARAT051, Text: Гррр - Пожалуйста! - Грррррр - Не могу удержать... себя!
StringRef: 117100, Sound: MADMA050, Text: Ух, твоя думай моя ей нравится?
StringRef: 117111, Sound: MADMA051, Text: Отвали. Моя говорить с леди, э?
StringRef: 117112, Sound: MADMA052, Text: Почему моя эль все время разбавляй?
StringRef: 117113, Sound: MUTAM052, Text: Добро пожаловать в таверну Зеленый Грифон, дружище. Чем я могу помочь?
StringRef: 117148, Sound: MUTAM050, Text: Я заверяю вас, мадам, у нас очень приличное заведение.
StringRef: 117149, Sound: MUTAM053, Text: Итак! Похоже, это вы выиграли мое маленькое состязание? Примите мои искренние поздравления!
StringRef: 117160, Sound: MUTAM054, Text: Прошу прощения, но поскольку у нас есть победитель, подземелье нужно теперь переоборудовать. Может быть я открою его снова следующей весной. А до тех пор, боюсь, Зеленый Грифон будет обычным трактиром. Хе-хе.
StringRef: 117215, Sound: TARAN056, Text: О, здравствуйте, моя леди. Ваша улыбка на секунду заставила меня остолбенеть.
StringRef: 117232, Sound: TARAN058, Text: Вы вернулись, так скоро? Вы нашли моего маленького брата?
StringRef: 117303, Sound: ZAMIT061, Text: Держи свои руки при себе, <MALEFEMALE>...
StringRef: 117304, Sound: ZAMIT062, Text: Воры и грабители! Как вы смеете отнимать мои вещи!
StringRef: 117305, Sound: ZAMIT051, Text: Прошлой ночью кто-то спер у меня оникс.
StringRef: 117306, Sound: ZAMIT052, Text: Я выезжаю и завязываю с этим делом.
StringRef: 117307, Sound: ZAMIT059, Text: Привет, лапочка... Тяжелый день?
StringRef: 117319, Sound: ZAMIT050, Text: Я не в настроении сейчас разговаривать. Может, позже.
StringRef: 117323, Sound: ZAMIT052, Text: Тяжелый день?
StringRef: 117324, Sound: ZAMIT065, Text: Теперь мы одни, так что не теряйся. Просто выполняй мои приказы и утром будешь счастливым мужчиной!
StringRef: 117327, Sound: ZAMIT067, Text: Довольно! Я сдаюсь!
StringRef: 117328, Sound: ZAMIT068, Text: Мне стыдно признавать это, но я побеждена.
StringRef: 117345, Sound: ZOR050, Text: Почему ты вломить в моя комната?! Ты есть охотник за голова! Я  убить тебя на место!
StringRef: 117346, Sound: ZOR051, Text: Стой! Давай больше не драться! Я видеть, ты храбрый воин. Моя хочет говорить немного, потом снова драться.
StringRef: 117347, Sound: ZOR051, Text: Твоя сильный враг! Моя впечатлен! Я назвай имя Зор! Моя рассказать тебе история, ага? Твоя разделить мои слова перед тем как убить я, хорошо?
StringRef: 117377, Sound: AARIN227, Text: Привет, дружище. Насколько я понимаю, это вы помогли избавить Невервинтер от Воющей Смерти. Позвольте мне поздравить вас с успешным завершением этой работы. Вы продемонстрировали редкостную отвагу и находчивость. И оба этих качества понадобятся вам для выполнения вашего задания.
StringRef: 117378, Sound: AARIN229, Text: Но не с этого нам следовало начинать. Меня зовут Аарин Генд, и я уже довольно давно служу нашему лорду Нашеру. Надеюсь, что теперь и вы сможете воспользоваться моими услугами.
StringRef: 117383, Sound: AARIN291, Text: Разумеется. Я знаю, кто вы. Сейчас многие шепчут ваше имя, а мое дело - прислушиваться ко всем.
StringRef: 117384, Sound: AARIN292, Text: Значит, вы еще не разговаривали с Арибет? Возможно, будет лучше, если вы поговорите с ней, а потом вернетесь ко мне, потому что мне многое нужно вам рассказать.
StringRef: 117385, Sound: AARIN290, Text: Мне многое нужно передать вам, дружище... но сначала вы должны поговорить с нашей леди Арибет. Когда вы это сделаете, возвращайтесь ко мне.
StringRef: 117386, Sound: AARIN293, Text: Значит, вы уже поговорили с нашим паладином? Отлично. Это она, а не я, должна была передать вам распоряжение лорда Нашера.
StringRef: 117387, Sound: AARIN230, Text: Мое место в тени. У меня много глаз и ушей в северных землях, и я должен информировать лорда Нашера, где его подстерегают ядовитые змеи. Если бы я предвидел действия этого культа, то мог бы предотвратить несчастье. Но эти люди очень умело держались в стороне от меня. Но я не буду обвинять себя в совершенной ошибке, а вместо этого постараюсь сделать все возможное, чтобы исправить ее... А для этого я передам вам всю информацию, которая у меня есть, чтобы помочь вам узнать, где прячется это новое гнездо гадюк.
StringRef: 117389, Sound: AARIN233, Text: Арибет рассказала вам, где вам следует искать, да? Она сказала, как вы можете выследить этих демонов?
StringRef: 117393, Sound: AARIN234, Text: Культ будет нелегко обнаружить. Однако тех крох информации, которые мне удалось собрать, хватит, чтобы сузить область ваших поисков до этого района.
StringRef: 117394, Sound: AARIN286, Text: Не терпится начать убивать, да? Только будьте осторожны, мой друг. Если вы плывете слишком быстро, у вас больше шансов напороться на скалу.
